,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_IV,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiracea_incertae_sedis,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Anaerovorax,k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Xylanibacter,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Anaerovibrio,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megamonas,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_incertae_sedis,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium_XI,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus2,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Howardella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Butyricimonas,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_XVIII
ob_zupancic-220,0.0,0.0,0.010712814173877214,0.0,0.0,0.0,0.0,0.0020601565718994645,0.0,0.0,0.020601565718994644,0.0,0.0,0.0,0.411619283065513,0.0,0.0,0.0,0.013597033374536466,0.002472187886279357,0.0,0.0,0.0,0.00041203131437989287,0.013597033374536466,0.004944375772558715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04079110012360939,0.0,0.0,0.009064688916357644,0.009064688916357644,0.2365059744540585,0.0,0.0,0.00041203131437989287,0.0,0.003296250515039143,0.0,0.0
ob_zupancic-p62s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006591957811470006,0.0,0.0,0.0,0.8358602504943969,0.0026367831245880024,0.0,0.0,0.0032959789057350032,0.0,0.0,0.0,0.0,0.004614370468029005,0.03295978905735003,0.0006591957811470006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02043506921555702,0.0,0.0,0.0,0.0,0.0,0.0032959789057350032,0.0,0.0,0.0,0.0,0.0,0.003955174686882003,0.0,0.0
ob_zupancic-p74s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20754716981132074,0.0,0.0,0.0,0.11320754716981132,0.025157232704402517,0.0,0.0,0.012578616352201259,0.0,0.0,0.0,0.0,0.0,0.11949685534591195,0.07547169811320756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2893081761006289,0.012578616352201259,0.0,0.0,0.0,0.0,0.0,0.025157232704402517,0.0,0.0,0.0,0.0,0.05660377358490566,0.0,0.0
ob_zupancic-p37s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011034482758620689,0.0,0.0,0.0,0.08206896551724138,0.0,0.0,0.0,0.00896551724137931,0.0,0.0,0.0,0.0,0.0,0.06137931034482759,0.022758620689655173,0.0,0.0,0.004827586206896552,0.0,0.0,0.0,0.0,0.0,0.02413793103448276,0.028965517241379312,0.0,0.0,0.0,0.014482758620689654,0.2386206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p138s1,0.00456968773800457,0.007616146230007616,0.0007616146230007616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006854531607006855,0.0,0.0,0.0,0.0891089108910891,0.0,0.011424219345011425,0.0,0.04798172124904798,0.0,0.0,0.0,0.0,0.002284843869002285,0.33511043412033514,0.2734196496572734,0.0,0.0,0.0,0.0,0.0015232292460015233,0.0,0.0,0.03731911652703732,0.0030464584920030465,0.0,0.0,0.0,0.0,0.0015232292460015233,0.00913937547600914,0.0,0.0,0.0,0.0,0.005331302361005331,0.0,0.0
ob_zupancic-p125s1,0.0,0.0,0.0,0.0,0.000376081233546446,0.000752162467092892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02745393004889056,0.003384731101918014,0.000376081233546446,0.0,0.005641218503196691,0.0,0.04400150432493419,0.0011282437006393381,0.0,0.0,0.08198570891312525,0.7198194810078977,0.0,0.0,0.0,0.006017299736743136,0.0,0.0,0.0,0.0,0.016547574276043624,0.02707784881534411,0.0011282437006393381,0.0,0.004889056036103798,0.003384731101918014,0.0011282437006393381,0.000376081233546446,0.007145543437382475,0.000752162467092892,0.000376081233546446,0.0011282437006393381,0.0,0.0
ob_zupancic-p7s1,0.0,0.0,0.012867647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051470588235294115,0.0,0.0,0.0,0.027573529411764705,0.0,0.0,0.0,0.0,0.0,0.11029411764705882,0.7150735294117647,0.0,0.0,0.009191176470588236,0.0,0.0,0.0,0.0,0.0,0.02022058823529412,0.014705882352941176,0.0,0.0,0.0,0.03308823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p151s1,0.0,0.0,0.027885360185902403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004647560030983733,0.0,0.0,0.0,0.1525948876839659,0.0209140201394268,0.0,0.000774593338497289,0.008520526723470178,0.0,0.0,0.010844306738962044,0.0,0.0077459333849728895,0.024786986831913244,0.0704879938032533,0.045701006971340045,0.0,0.0,0.0,0.0,0.07513555383423702,0.000774593338497289,0.0,0.0906274206041828,0.07203718048024788,0.020139426800929512,0.0,0.001549186676994578,0.050348567002323784,0.0914020139426801,0.0,0.000774593338497289,0.09295120061967467,0.0,0.006196746707978312,0.0,0.0
ob_zupancic-420,0.0,0.0032102728731942215,0.008025682182985553,0.0,0.002407704654895666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02889245585874799,0.01765650080256822,0.0,0.0008025682182985554,0.03210272873194221,0.0,0.0,0.052969502407704656,0.0,0.16853932584269662,0.2680577849117175,0.033707865168539325,0.006420545746388443,0.0,0.0,0.0,0.0008025682182985554,0.0,0.0,0.0008025682182985554,0.0056179775280898875,0.011235955056179775,0.0,0.0,0.002407704654895666,0.03451043338683788,0.0040128410914927765,0.0,0.004815409309791332,0.0,0.0,0.008828250401284108,0.0,0.0
ob_zupancic-128,0.0,0.0,0.0012824623276691247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004168002564924655,0.0,0.0,0.0,0.0,0.0,0.0003206155819172812,0.0,0.0,0.016992625841615903,0.011862776530939404,0.905418403334402,0.0,0.0,0.0,0.0,0.0,0.0,0.0003206155819172812,0.0006412311638345624,0.0,0.0,0.0,0.0,0.0,0.0038473869830073742,0.0,0.0,0.0028855402372555306,0.0,0.0,0.0,0.0,0.0
ob_zupancic-59,0.0,0.0,0.019498607242339833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7706592386258124,0.0584958217270195,0.0,0.0,0.008356545961002786,0.0,0.0,0.0,0.0,0.0,0.027855153203342614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04085422469823584,0.0,0.0,0.017641597028783658,0.0,0.0,0.036211699164345405,0.0,0.0
ob_zupancic-269,0.0,0.0,0.0819672131147541,0.0,0.0,0.0,0.019672131147540985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01721311475409836,0.027868852459016394,0.0,0.0,0.032786885245901634,0.0,0.0,0.0,0.0,0.004918032786885246,0.25491803278688524,0.20655737704918034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000819672131147541,0.10081967213114754,0.027049180327868853,0.0,0.0,0.007377049180327869,0.027868852459016394,0.010655737704918034,0.0,0.000819672131147541,0.007377049180327869,0.000819672131147541,0.002459016393442623,0.0,0.0
ob_zupancic-p77s1,0.0,0.0,0.0001353729524840937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45011506700961146,0.01800460268038446,0.0,0.0,0.0002707459049681874,0.0,0.0,0.012183565723568431,0.0,0.0001353729524840937,0.07120617300663327,0.14796263706511437,0.0046026803844591855,0.0,0.0,0.0,0.0001353729524840937,0.0,0.0005414918099363748,0.014755651820766212,0.0,0.0,0.0,0.0,0.0,0.26776770001353734,0.0,0.0,0.0,0.0,0.0,0.011371328008663868,0.0,0.0
ob_zupancic-p61s1,0.00035310734463276836,0.0,0.009887005649717515,0.0,0.009887005649717513,0.00035310734463276836,0.0,0.0,0.0,0.0,0.00035310734463276836,0.0,0.0,0.0,0.01730225988700565,0.013771186440677966,0.0,0.00035310734463276836,0.001059322033898305,0.0,0.0,0.0,0.0,0.004590395480225989,0.11193502824858756,0.5949858757062148,0.009533898305084745,0.0,0.0017655367231638418,0.0,0.0,0.0,0.009533898305084746,0.0007062146892655367,0.08298022598870056,0.033192090395480225,0.00211864406779661,0.0,0.004590395480225989,0.011652542372881356,0.015536723163841809,0.007768361581920904,0.001059322033898305,0.00423728813559322,0.002824858757062147,0.0038841807909604517,0.0,0.0
ob_zupancic-p85s1,0.0,0.0,0.00400427122263748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00587293112653497,0.0,0.0,0.0,0.0,0.0,0.011745862253069941,0.0,0.0,0.002402562733582488,0.036305392418579815,0.892418579818473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010678056593699946,0.0010678056593699946,0.0,0.0,0.0,0.0,0.026695141484249868,0.0034703683929524828,0.0,0.0029364655632674853,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p29s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008333333333333334,0.0,0.0,0.0,0.035833333333333335,0.06166666666666667,0.0,0.004166666666666667,0.01,0.0,0.2525,0.04083333333333333,0.0,0.021666666666666667,0.19333333333333336,0.004166666666666667,0.04083333333333333,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0025,0.05583333333333333,0.06916666666666667,0.0,0.0,0.009166666666666667,0.010833333333333334,0.0725,0.0,0.03666666666666667,0.0,0.0,0.010833333333333334,0.0,0.0
ob_zupancic-54,0.0,0.0,0.052513464991023336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039048473967684016,0.0031418312387791743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15798922800718132,0.08931777378815081,0.0004488330341113106,0.0,0.0,0.0,0.0004488330341113106,0.0,0.0,0.0,0.6045780969479354,0.0,0.0,0.0,0.0,0.011220825852782765,0.00763016157989228,0.004039497307001795,0.00718132854578097,0.0,0.0,0.0031418312387791743,0.0,0.0
ob_zupancic-51,0.0007399186089530152,0.0007399186089530152,0.0003699593044765076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004439511653718091,0.0,0.0,0.0,0.11024787273399926,0.0,0.0,0.0,0.002589715131335553,0.0,0.0,0.0,0.0,0.02700702922678505,0.2304846466888642,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008879023307436182,0.16463189049204588,0.0029596744358120607,0.0,0.0,0.0,0.0003699593044765076,0.004809470958194599,0.0007399186089530152,0.0,0.0,0.0,0.004809470958194598,0.0,0.0
ob_zupancic-50,0.002381357373703011,0.0,0.009593468276917842,0.00017009695526450075,0.00435448205477122,0.000646368430005103,0.003231842150025515,0.00017009695526450075,0.00010205817315870046,0.0,0.008811022282701138,0.0,0.0,0.0,0.10535805409083178,0.005102908657935023,0.0004762714747406021,0.00020411634631740093,0.01728185065487328,0.0005783296478993026,0.00020411634631740093,0.009831604014288144,0.003299880932131315,0.011158360265351252,0.15832624596019734,0.3760843680898112,0.01309746555536656,3.401939105290015e-05,0.000442252083687702,3.401939105290015e-05,3.401939105290015e-05,0.0,0.0027555706752849123,0.0017349889436979078,0.04994046606565743,0.028474230311277427,0.0014628338152747064,0.0009185235584283041,0.00908317741112434,0.03589045756080966,0.011498554175880252,0.001122639904745705,0.017145773090661676,0.003095764585813914,0.0,0.009423371321653343,0.0,0.00047627147474060214
ob_zupancic-53,0.00043649061545176777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002618943692710607,0.0,0.0,0.0,0.011348756001745963,0.02531645569620253,0.0,0.0,0.006983849847228284,0.0,0.0,0.030117852466171977,0.0,0.01964207769532955,0.19860323003055436,0.5146224356176343,0.004364906154517678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037101702313400264,0.0,0.0,0.0013094718463553033,0.030117852466171977,0.00785683107813182,0.0,0.0,0.0,0.001745962461807071,0.010475774770842428,0.0,0.0
ob_zupancic-52,0.001589958158995816,0.00033472803347280337,0.02092050209205021,0.0,8.368200836820084e-05,8.368200836820084e-05,0.0,8.368200836820084e-05,0.0,0.0,0.002175732217573222,0.0,0.0,0.0,0.24426778242677827,0.007364016736401674,0.0005857740585774059,0.0,0.007782426778242678,0.001087866108786611,0.012384937238493723,0.0032635983263598328,0.006694560669456068,0.016234309623430962,0.16535564853556486,0.2518828451882845,0.016234309623430962,0.0,0.0,0.0,0.0,0.0,0.0,0.002426778242677824,0.040753138075313805,0.028786610878661086,0.0,0.0,0.013556485355648538,0.027364016736401677,0.006108786610878661,0.0,0.016234309623430962,0.0005857740585774058,0.0007531380753138076,0.011631799163179917,0.0,8.368200836820084e-05
ob_zupancic-415,0.0,0.0,0.0029914529914529917,0.0,0.0,0.00042735042735042735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.019658119658119658,0.0038461538461538464,0.0,0.002564102564102564,0.0,0.0,0.0,0.00641025641025641,0.012393162393162393,0.41837606837606833,0.06324786324786325,0.0047008547008547015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12564102564102564,0.022222222222222223,0.0,0.0,0.046153846153846156,0.010683760683760684,0.050854700854700854,0.0,0.03547008547008547,0.0,0.0,0.0794871794871795,0.0,0.0
ob_zupancic-298,0.0,0.0,0.03664495114006515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028501628664495114,0.0,0.0,0.0,0.23859934853420195,0.0,0.0,0.0,0.12337133550488599,0.0,0.0,0.0,0.0,0.030944625407166124,0.14128664495114007,0.3224755700325733,0.0008143322475570033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008550488599348535,0.008550488599348535,0.0,0.0,0.005700325732899023,0.028094462540716614,0.007328990228013029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p55s1,0.0,0.0,0.0,0.0,0.0,0.009057005860415556,0.0,0.0,0.0,0.0,0.0037293553542887582,0.0,0.0,0.0,0.10761854022376133,0.009589770911028236,0.0,0.002663825253063399,0.03356419818859883,0.0,0.02077783697389451,0.008524240809802876,0.0,0.007458710708577517,0.3532232285562067,0.16675546084176876,0.010122535961640916,0.0,0.0,0.0,0.0,0.0,0.0015982951518380393,0.002131060202450719,0.04794885455514118,0.02397442727757059,0.004262120404901438,0.0,0.002131060202450719,0.02823654768247203,0.009589770911028236,0.0031965903036760787,0.02770378263185935,0.0,0.0,0.0037293553542887582,0.0,0.0
ob_zupancic-297,0.0,0.0,0.0,0.0,0.0,0.001606425702811245,0.0,0.0,0.001606425702811245,0.0,0.0,0.0,0.0,0.0,0.09236947791164658,0.00321285140562249,0.0,0.0,0.001606425702811245,0.0,0.0,0.0,0.005622489959839358,0.0,0.08112449799196789,0.27710843373493976,0.005622489959839358,0.0,0.0,0.0,0.0,0.0,0.0,0.004819277108433735,0.27710843373493976,0.004819277108433735,0.0008032128514056225,0.0,0.0008032128514056225,0.03775100401606426,0.0024096385542168677,0.0,0.02168674698795181,0.0,0.0,0.012048192771084338,0.0,0.03293172690763052
ob_zupancic-373,0.0,0.0,0.005279034690799397,0.0,0.005279034690799397,0.0,0.0,0.0,0.0,0.0,0.005656108597285069,0.0,0.0,0.0,0.5082956259426848,0.004147812971342383,0.0,0.0,0.004901960784313725,0.0,0.0,0.0,0.0030165912518853697,0.007541478129713424,0.2070135746606335,0.008295625942684766,0.008295625942684766,0.0,0.0,0.0,0.0003770739064856712,0.0,0.0026395173453996985,0.0022624434389140274,0.005279034690799397,0.048642533936651584,0.003393665158371041,0.0,0.0030165912518853697,0.07051282051282051,0.011312217194570135,0.0,0.0003770739064856712,0.0,0.0,0.015082956259426848,0.0,0.0
ob_zupancic-p116s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.09761904761904762,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.25396825396825395,0.011111111111111113,0.0,0.0,0.0007936507936507937,0.0,0.0,0.0,0.0,0.0,0.3007936507936508,0.0015873015873015873,0.0,0.0,0.0,0.0380952380952381,0.01904761904761905,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.0
ob_zupancic-376,0.0,0.0,0.004205838693715982,0.0004948045522018803,0.0009896091044037606,0.0,0.0,0.0,0.0,0.0,0.0007422068283028205,0.0,0.0,0.0,0.0019792182088075212,0.0007422068283028205,0.0,0.0,0.007422068283028204,0.0,0.0,0.00024740227610094015,0.0,0.005937654626422563,0.05739732805541811,0.7817911924789707,0.003958436417615042,0.0,0.0,0.0,0.0,0.0,0.00024740227610094015,0.0,0.03661553686293914,0.03414151410192974,0.0,0.0012370113805047005,0.004948045522018802,0.004700643245917863,0.0039584364176150424,0.003711034141514102,0.0,0.0012370113805047005,0.0,0.0022266204849084614,0.0,0.0
ob_zupancic-p153s1,0.0,0.0,0.03588429146832662,0.0,0.0007323324789454412,0.0,0.0,0.0,0.0,0.0,0.002563163676309044,0.0,0.0,0.0,0.04174295129989015,0.03002563163676309,0.0,0.0,0.011717319663127059,0.0,0.033687294031490296,0.0,0.0,0.06005126327352618,0.16404247528377883,0.44123031856462835,0.009886488465763458,0.0,0.0,0.0,0.0,0.0,0.008055657268399853,0.0010984987184181618,0.0,0.005858659831563529,0.0007323324789454412,0.0,0.0010984987184181618,0.02270230684730868,0.00549249359209081,0.0,0.008787989747345295,0.006224826071036251,0.0014646649578908824,0.0010984987184181618,0.0,0.0
ob_zupancic-p58s1,0.0,0.0,0.0005091649694501018,0.0,0.0010183299389002036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027494908350305495,0.003054989816700611,0.0015274949083503055,0.0,0.01120162932790224,0.0,0.0,0.004582484725050916,0.0,0.02036659877800407,0.06822810590631366,0.7189409368635438,0.003054989816700611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021384928716904276,0.010183299389002035,0.0,0.0,0.006109979633401222,0.048879837067209775,0.0,0.0,0.006619144602851324,0.0,0.0,0.006109979633401222,0.0,0.0
ob_zupancic-56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06730769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.021634615384615384,0.0,0.0,0.055288461538461536,0.04807692307692307,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2283653846153846,0.014423076923076924,0.0,0.05048076923076923,0.0,0.03125,0.0,0.0,0.040865384615384616,0.0,0.007211538461538462,0.0,0.0
ob_zupancic-179,0.0,0.0,0.002551020408163265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.32653061224489793,0.02040816326530612,0.0,0.0,0.02551020408163265,0.0,0.0,0.0,0.002551020408163265,0.002551020408163265,0.24234693877551017,0.0,0.002551020408163265,0.0,0.0,0.0,0.002551020408163265,0.0,0.00510204081632653,0.007653061224489796,0.02295918367346939,0.007653061224489796,0.012755102040816327,0.0,0.02295918367346939,0.058673469387755105,0.04081632653061224,0.0,0.002551020408163265,0.0,0.0,0.022959183673469385,0.0,0.0
ob_zupancic-313,0.0006531678641410843,0.0,0.0032658393207054214,0.0,0.003919007184846506,0.0,0.0,0.0,0.0,0.0,0.002612671456564337,0.0,0.0,0.0,0.015676028739386023,0.0045721750489875895,0.0,0.0,0.018288700195950358,0.0,0.010450685826257348,0.0,0.002612671456564337,0.003919007184846506,0.07838014369693011,0.7047681254082299,0.019595035924232528,0.0,0.0,0.008491182233834096,0.0,0.0,0.009144350097975179,0.0006531678641410843,0.009797517962116264,0.017635532331809277,0.0,0.0,0.003919007184846506,0.023514043109079032,0.0006531678641410843,0.0,0.006531678641410842,0.0,0.0,0.007184846505551927,0.0,0.0
ob_zupancic-p4s1,0.0005181347150259067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015544041450777201,0.0,0.004145077720207254,0.0,0.008290155440414507,0.0,0.0,0.0031088082901554403,0.013989637305699482,0.011398963730569948,0.06424870466321243,0.7518134715025906,0.006735751295336788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006735751295336788,0.02590673575129534,0.0,0.0,0.00466321243523316,0.01865284974093264,0.005181347150259067,0.0031088082901554403,0.006735751295336788,0.0,0.0,0.005699481865284974,0.0,0.0
ob_zupancic-p100s1,0.0,0.0007874015748031496,0.025196850393700787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003937007874015748,0.0,0.0,0.0,0.368503937007874,0.0,0.0,0.0,0.01653543307086614,0.009448818897637795,0.0,0.0,0.0,0.0,0.18031496062992128,0.10393700787401575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05669291338582677,0.06141732283464567,0.0,0.0,0.012598425196850394,0.01653543307086614,0.03858267716535433,0.0,0.0015748031496062992,0.0,0.0,0.005511811023622047,0.0,0.0
ob_zupancic-191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009380863039399626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375234521575985,0.0,0.0,0.0,0.0,0.0,0.26266416510318946,0.028142589118198877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001876172607879925,0.2045028142589118,0.2795497185741088,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p150s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004904966278356836,0.0,0.0,0.0,0.6302881667688536,0.0,0.0,0.0,0.0134886572654813,0.0,0.0,0.0,0.0,0.001226241569589209,0.10361741263028817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024524831391784182,0.0,0.0,0.0,0.0,0.0,0.003678724708767627,0.0,0.0,0.0,0.0,0.0,0.01655426118945432,0.0,0.0
ob_zupancic-192,0.0,0.0,0.02388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029444444444444447,0.003888888888888889,0.0,0.0,0.01888888888888889,0.0,0.0,0.01,0.0033333333333333335,0.021666666666666667,0.07944444444444444,0.5883333333333334,0.007777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007222222222222222,0.013333333333333332,0.01,0.0,0.019444444444444445,0.026111111111111113,0.011111111111111112,0.011111111111111112,0.0,0.018333333333333333,0.0,0.017777777777777778,0.0,0.0
